"actor_id","actor_bio","actor_chName","actor_foreName","actor_nationality","actor_constellation","actor_birthPlace","actor_birthDay","actor_repWorks","actor_achiem","actor_brokerage"
"731","朴昭妍（Park So Yeon、박소연），1987年10月5日出生于韩国京畿道安阳市，韩国流行乐女歌手、演员。2009年7月，朴昭妍以T-ara成员的身份正式出道；11月，随组合发行首张专辑《Absolute First Album》。2010年2月，随组合发行Repackage专辑《Breaking Heart》；12月，随组合发行迷你专辑《Temptastic》。2011年1月，担任综艺节目《百分满分》的固定MC；9月，随组合在日本正式出道，并发布日语单曲《Bo Peep Bo Peep》。2012年1月，朴昭妍担任T-ara组合的第四任队长；6月，在爱情剧《海云台恋人们》中饰演李关顺。2013年6月，与全宝蓝、李居丽组成T-ara小分队“T-ara QBS”。2014年10月，随组合签约中国经纪公司龙桢文化；11月24日，随组合发行单曲《Little Apple》。2015年8月，随组合发布迷你专辑《So Good》。2016年11月，随组合发行迷你专辑《REMEMBER》。2017年5月15日，朴昭妍与MBK Entertainment的合约到期，宣布退出组合。编辑摘要","朴昭妍","None","韩国","天秤座","韩国京畿道安阳市","1987年10月5日","Black Eyes、Treasure Box、Day By Day、Little Apple、完全疯了、TIAMO","高傲和冷眼的女王派 首个出道获Oricon日周榜一位韩团 二〇一一年韩国年度音源销量冠军","Core Contens Medi"
"732","金智秀(Jisoo)，1995年1月3日出生于韩国首尔，韩国女歌手，女子演唱组合BLACKPINK成员。2014年10月，出演Epik High《Spoiler》的MV；11月18日，出演Hi Suhyun《我不一样》的MV。2015年5月，客串职业爱情剧《制作人》。2016年，随组合发行首张单曲专辑《SQUARE ONE》并正式出道。2017年2月5日，担任音乐节目《人气歌谣》MC。编辑摘要","金智秀","kim Ji Soo","韩国","魔羯座","韩国首尔","1995年1月3日","spoiler》《我不一样》《制作人》.","None","YG Entertainment"
"733","Ryan，朱钟赫，韩国组合paran队长兼主唱，影视歌多栖发展的韩国艺人。 代表作品：《Ryan Learns To Love》。编辑摘要","朱宗赫","ry","韩国","None","None","1983年10月19日","Ryan Learns To Love","所在组合Paran获泰国亚洲新人奖 Paran获香港新生代亚洲组合奖 Ryan出任韩国生物资源宣传大使","韩国NH medi"
"734","朱钟赫，男，1983年10月19日出生，韩国艺人。2007年出演《Hello,小姐》，2007年8月06日出演《我是老师》等。编辑摘要","朱钟赫","None","韩国","None","None","1983年","Hello,小姐","None","None"
"735","河东勋（하동훈），亦是韩国艺人Haha，1979年8月20日出生，2001年凭借专辑《A/K/A Check Up》以三人男子Hip-Hop歌手组合Zikiri出道，后单飞。曲风由Hip-Hop转韩国雷鬼并发行多张专辑。固定出演无限挑战、Running man。作为多个综艺节目MC，另进行音乐活动。2013年发行专辑《REGGAErilla》，同年获得SBS年末演艺大赏男子优秀赏。2014年，主持的SBS户外竞技真人秀节目《Running Man》获得第八届 SBS演艺大赏最佳综艺节目奖。2015年12月19日，在北京举办个人首次中国演唱会。2016年9月，与柳熙烈合作主持街头脱口秀《说话之路》；11月29日，与女子组合Oh my girl合作歌曲《White》。  编辑摘要","河东勋","None","韩国","狮子座","德国","1979年8月20日","running man、无限挑战","HIPHOP 雷鬼歌手 韩国搞笑艺人","QUAN ENTERTAINMENT"
"736","朴尚日，出生于1990年1月11日，全洲人，是一名歌手，作曲家。编辑摘要","朴尚日","None","None","None","全洲","1990年1月11日","None","None","None"
"737","吴国敬（Eddie Ng，1965年6月7日-），花名大头敬，香港作曲人、歌手、演员。1998年加入正东唱片，推出了《吴国敬的主题曲》和《吴国敬的主题曲2》。其合作最多女歌手是郑秀文，合作最多男歌手是许志安、苏永康。吴国敬在2006年2月5日年初八晚独自驾车到投注站买六合彩，为赶发新年财，吴国敬竟连番违反交通条例，在双黄线下车、双白线掉头，罔顾自身和路人安全。吴国敬曾参加1985年新秀歌唱大赛，可惜落选。2010年成龙在Twitter就港人在菲律宾遭挟持的惨剧发表不当言论惹众怒。编辑摘要","吴国敬","Kwok King Ng","中国","双子座","None","None","玩火","None","None"
"738","安德鲁·克尼格，男，美国演员，曾在著名剧集《成长的烦恼》中饰演博纳一角。2010年2月，失踪的安德鲁·克尼格的尸体被加拿大温哥华警方找到。克尼格的双亲已对媒体坦承他死于自杀，原因则可能与抑郁症有关。编辑摘要","安德鲁·克尼格","Andrew Koenig","美国","狮子座","None","None","成长的烦恼","None","None"
"739","杨金石，양금석，又名：杨金硕、梁金锡。1960年出生于韩国忠清南道牙山。是一位通过大量热门电视剧中干练的家长形象活跃的中坚演员。编辑摘要","杨金石","None","韩国","None","韩国忠清北道牙山","1961年1月22日","白云阶梯","None","None"
"740","金仁文，韩国老牌演员，2011年4月25日下午6点30分因癌症在首尔东国大学医院去世，享年72岁。编辑摘要","韩国","None","韩国","白羊座","None","None","赤脚的荣光》《大佬斗和尚","None","None"
"741","李文植，1967年11月13日出生于韩国全罗北道。韩国演员。1995年，拍摄电影《携款潜逃》进入影视圈；2000年，因参演喜剧电影《幸福的张医生》而获得关注；2001年，参演了喜剧电影《大佬斗和尚》；2002年，参演了动作电影《公共之敌》，由此崭露头角；2003年，参演了搞笑古装片《黄山伐》；2004年，因参演犯罪电影《汉城大劫案》而获得第3届韩国电影大奖最佳男配角奖； 2005年，主演了喜剧电影《麻婆岛》；2006年，主演了喜剧电影《人生大赛》；2007年，主演了喜剧电影《乡镇大劫案》；2008年，参演了古装动作剧《一枝梅》，因此获得2008SBS演技大赏特别电视剧助演赏； 2009年，参演了历史剧《善德女王》；2011年，主演了搞笑古装片《平壤城》，由此获得第33届黄金摄影奖人气男演员； 2012年，参演了穿越题材爱情喜剧《屋塔房王世子》；2013年，参演了历史剧《奇皇后》；2014年，参演了奇幻爱情喜剧《Mr.Back》；2015年，参演了动作爱情喜剧《蒙面检察官》。编辑摘要","李文植","None","韩国","天蝎座","None","None","None","None","None"
"742","影视歌三栖明星张子冉 中文名：张子冉 外文名：Zhang Zi ran 别名：子冉 、冉姐 、小冉 、张总 国籍：中国 出生地：浙江杭州 职业：演员 、歌手 、制片人， 身高：166cm， 血型：A型， 出生日期：1993年6月19日， 星座：双子座， 民族：汉族，擅长：唱歌、跳舞、影视表演等， 毕业院校：北京电影学院，编辑摘要","张子冉","Zhang R","中国","处女座","中国杭州","None","你是负心的人","None","None"
"743","杨烈，男，台湾人。毕业台北市立体育学院。1984年以歌曲《如果能够》，拿下金钟奖最佳男演唱人奖。2005年患上直肠癌，手术后恢复良好。目前已加入三立艺能在三立电视台旗下演出。编辑摘要","杨烈","Leia Yang","中国","None","台北市","None","None","None","None"
"744","高川，1986年8月3号生于山东省威海市乳山市，中国内地男演员、制片人。2010年参演公路电影《日照好人》正式出道，被冠上“灵气小生”的美誉。随后在电影《狂暴》、《政协委员》、《龙湾村的爷们儿》等主旋律影片里挑大梁。在2014年转型做电影制片人，演戏制片两不误。8月，在励志电影《非爱情故事》饰演反一号并担任制片人。2015年，主演文艺公路片《向生》饰演勇奇。2016年，在喜剧电影《非常绑架》饰演孙子强。编辑摘要","高川","SKY","中国","处女座","山东省威海市乳山市","1986年8月3日","日照好人》、《非爱情故事》、《向生》、《非常绑架","None","大唐兄弟传媒"
"745","邢岷山，1965年8月22日生于浙江杭州，中国内地男演员。1978年曾入浙江省昆剧团学习昆剧表演，工文武老生，毕业后任该团演员。1987年考入北京电影院学院，获表演系文学(电影表演)学士学位。1993年邢岷山凭借电视剧《白眉大侠》中“白云端”一角风靡全国，之后他陆续出演了《游龙惊风》、《倚天屠龙记》等一系列深受观众喜爱的武侠古装作品。编辑摘要","邢岷山","None","中国","None","None","1965年8月22日","None","None","None"
"746","布努埃尔，男，生于1900年2月22日，西班牙特鲁埃尔省，被誉为超现实主义电影之父。他的《白日美人》、《资产阶级审慎的魅力》等名作都是这种风格下演化的经典。影片《一条安达鲁狗》，该片以隐喻的手法抨击了资产阶级和教会、成为超现实主义影片的代表作。编辑摘要","布努埃尔","None","西班牙","None","特鲁埃尔省","1900年2月22日","白日美人》、《资产阶级审慎的魅力","None","None"
"747","黄佳是一个常见人名，在我国各个地区及职业领域均有分布。本词条内分别是广东省专卖事业局副局长、广西医科大学属医院党委副书记、哈尔滨建筑工程学院副教授、国家京剧院青年老生演员、中国最早画女光头的画家黄佳。编辑摘要","黄佳","MIUMIU","中国","None","青岛","10月6日","None","None","None"
"748","卡洛尔·布盖，法国著名的女演员。曾就读法国苏邦大学哲学系及巴黎艺术学院，被视为法国影坛最美丽的女演员。1977年，出演西班牙大导演布努艾尔执导的影片《朦胧的欲望》正式踏入影坛，在1981年的007影片《只为你的眼神》中惊艳出演邦女郎一角。1990年凭《美得过火》中的精彩表演荣获凯撒电影节影后桂冠，从而挤身于法国一流女演员的行列。  编辑摘要","卡洛尔·布盖","Carole Bouquet","法国","None","None","1957年8月18日","007之最高机密；美的过火","None","None"
"749","坎丁弗拉斯，墨西哥喜剧演员，因在J.布斯蒂略奥罗导演的《详情如此》（1940）中表演出色一举成名。编辑摘要","坎丁弗拉斯","None","墨西哥","None","None","None","详情如此","None","None"
"750","关之琳（Rosamund Kwan），1962年9月24日出生于香港，满族镶蓝旗瓜尔佳氏，中国香港女演员、歌手。1981年，关之琳中学毕业后加入丽的电视成为艺员。1982年，关之琳参与周润发、陈欣健主演她的首部电影《再见江湖》。20世纪90年，关之琳与李连杰主演了《黄飞鸿》系列电影，并在影片中饰演了十三姨角色。1998年，关之琳被美国杂志《PEOPLE》评选为“全球50位最美丽的名人”。2009年4月30日，关之琳宣布息影后，便很少出现在荧幕上。2010年，关之琳在Lancome75周年法式卓越庆祝午宴“真我女性演绎大奖颁奖典礼”上，获得了完美女性奖。编辑摘要","关之琳","Rosamund Kw","中国香港","天秤座","中国香港","1962年9月24日","黄飞鸿》, 《笑傲江湖之东方不败》, 《西楚霸王》, 《做头","None","北京波诺拾捌文化经纪有限公司"
"751","梅丽尔·斯特里普（Meryl Streep），好莱坞女演员，1949年6月22日出生于美国新泽西州萨米特。1977年出演她人生中的第一部电影《朱莉娅》。后来分别凭借《猎鹿人》、《克莱默夫妇》和《改编剧本》三度入围奥斯卡奖最佳女配角奖，1980年凭借《克莱默夫妇》中的表演夺得第52届奥斯卡最佳女配角奖。梅丽尔·斯特里普还凭借《法国中尉的女人》、《苏菲的选择》、《丝克伍事件》、《走出非洲》、《离离原上草》、《暗夜哭声》、《来自边缘的明信片》、《廊桥遗梦》、《亲情无价》、《弦动我心》、《穿普拉达的女王》、《虐童疑云》、《朱莉与朱莉娅》、《铁娘子》、《八月：奥色治郡》十五次入围奥斯卡奖最佳女主角奖，并凭借《苏菲的选择》、《铁娘子》分别夺得第55届、第84届奥斯卡最佳女主角奖。2014年12月16日，获得美国评论家选择奖最佳女配角奖提名。2017年1月9日，获第74届美国电影电视金球奖终身成就奖。  编辑摘要","梅丽尔·斯特里普","Meryl Stree","美国","巨蟹座","新泽西州萨米特","1949年6月22日","克莱默夫妇，苏菲的抉择，铁娘子","第52届奥斯卡金像奖最佳女配角 第55届奥斯卡金像奖最佳女主角 第84届奥斯卡金像奖最佳女主角","米高梅电影公司"
